IID,array,job,start,creative,adj_pgs,sexMale,job_sat
2380370,4,"general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader",1999,0,-0.7554666360445434,0,5
2382257,3,legal secretary,1984,0,-1.3838578710010303,0,3
2383826,1,"nursing auxiliary or assistant, steriliser of medical equipment, occupational therapy assistant, phlebotomist, physiotherapy assistant, ward orderly, ward assistant",2005,0,0.05381551238089075,0,4
2384144,3,"housing officer, welfare officer, refuge/rescue worker, probation assistant, nspcc inspector, day centre supervisor",2008,0,2.4957541105749748,1,4
2384229,2,"manager of snooker hall, bingo hall, circus/fairground, casino, night club, etc.",1991,0,-0.3464010781971126,0,3
2384480,0,"painter, calligrapher, portrait engraver, art restorer",1997,1,-1.3241142293064634,0,4
2385152,5,"travel agent, travel agency/booking/reservations clerk, tour organiser",1988,0,0.08575131734609903,0,3
2385910,0,"electrician, electrical engineer, electrical contractor",1980,1,-1.5011030066025255,1,3
2386815,5,"accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster {41223241_3235}",2005,0,-1.223587767003069,0,3
2386870,3,"registrar or senior administrator of educational establishment, bursar, registrar, university administrator",1986,0,-0.12890605930638166,1,4
2389905,1,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1998,-1,-0.4907734632889808,0,5
2391825,0,secondary school teacher or teaching professional (including head teacher),1969,1,-0.8590105655509643,0,3
2393676,1,"advertising or sales representative, demonstrator, estate agent negotiator, land/property salesman {71293343_3336}",1980,0,-1.1681131489741885,0,4
2393916,0,"judge's or barrister's clerk, conveyancer, data protection officer, legal assistant or executive, coroner's officer, land registrar, tribunal member",1975,0,0.46876790702599913,1,3
2395381,4,"ict or it manager, systems/data processing manager, telecom manager",2003,1,-1.342428928627544,1,3
2395639,3,"management consultant, actuary, economist, statistician, statistical controller/assistant, business analyst, demographer, economic forecaster",2002,1,-1.33834739365411,1,4
2396686,3,"school secretary, clerical assistant, school registry assistant {42133423_3419}",1996,0,-0.9003899386096196,1,5
2402391,1,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1994,-1,1.906349138176462,0,4
2405773,1,secondary school teacher or teaching professional (including head teacher),1986,1,0.8561109862793774,0,4
2406870,2,"housekeeper, butler, valet, cook-housekeeper, companion-housekeeper",2006,-1,1.385822756530913,0,4
2407484,1,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1994,1,-0.0970597869912678,0,3
2409856,4,"manager in construction, clerk of works, site manager, contracts manager, highways manager",2009,0,1.4319603588008902,1,4
2411502,2,"sheet metal worker, panel beater, metal finisher, coppersmith",1993,-1,-0.111660307605155,1,4
2412027,4,"customer care/relations manager, help desk manager {11423230_3220}",1998,0,0.5329441935747296,0,2
2412122,3,computer installation and maintenance engineer/repairer/installer/technician,2006,0,0.4712187195159498,1,4
2417347,4,"senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation",2009,0,-0.07586841129846289,1,5
2417359,2,"shopkeeper, shop owner, newsagent, wholesale/retail dealer",1983,0,-0.2558849655045604,1,4
2418425,2,"chemist (analytic, developmental, industrial, research)",1988,1,-0.8161545183712011,0,4
2419314,3,"social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker",2009,-1,0.08696791624990334,0,4
2420148,1,"insurance underwriter, insurance inspector, insurance account handler {35333259_3249}",2005,1,1.1119038673926376,0,3
2421288,0,"counter clerk, bank clerk, cashier, post office clerk",1976,0,0.41819857390793974,0,2
2421446,2,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",2007,0,-0.7855431028553372,1,3
2422822,1,"personnel, human resources, training or industrial relations manager/director, recruitment manager/director",1983,0,1.1934476569461494,0,4
2423490,5,"shopkeeper, shop owner, newsagent, wholesale/retail dealer",1992,0,1.198135925510567,1,4
2425022,7,"railway man, shunter, signalman, pointsman, level crossing keeper",1978,0,-0.7164347566554489,1,3
2426009,1,local government administrative officer or assistant or clerk,1994,0,0.6386113893237574,1,3
2427383,2,"quality assurance manager, quality control manager {11413229_3220}",2000,0,0.4131931945220871,0,3
2428171,4,"engineering technician, engineer's assistant, commissioning engineer, contracts engineer, technician engineer, industrial radiographer",2000,0,-0.6413830931669942,1,4
2428824,4,"nurse (of any kind, at any level)",2002,-1,1.0558028878041452,0,3
2429135,1,"it strategy or planning professional, computer consultant, software consultant",2002,1,1.283952489852856,0,3
2430548,0,"electrical engineer, generating engineer, power engineer, power transmission engineer {21233041_3037}",1972,1,-0.8821503764524413,1,3
2434465,2,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",2005,1,1.3866447004918732,1,5
2435315,0,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1982,1,0.3048075432071125,1,3
2436902,5,"other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist",1990,0,0.7652000279792589,1,4
2437264,2,"senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",1990,0,-0.8123366825781149,0,4
2437715,2,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1999,1,0.5284909223721657,0,4
2438072,1,"principal of dancing/drama/evening school, private music teacher",1991,1,-1.2634629201678007,0,5
2438219,1,secondary school teacher or teaching professional (including head teacher),1987,1,0.06299285703087265,0,4
2438700,3,"carpenter, carpenter and joiner, builder's joiner {53152546_2538}",1983,-1,-0.5194905262868722,1,4
2442903,3,"chartered surveyor, building surveyor, land surveyor",1993,0,0.5517513732463115,1,4
2444525,4,"nurse (of any kind, at any level)",1988,-1,0.9906314614372418,0,4
2444960,2,civil engineer,2004,0,-1.7716879804669157,1,4
2445643,3,"journalist, reporter, newspaper correspondent, sports writer, newspaper or magazine editor",1997,1,-0.04741624875520975,0,2
2445782,1,"financial controller, accounting/audit technician, trust officer",2008,0,-0.17752605953144793,0,4
2445884,0,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1994,1,1.458849081592643,1,5
2447329,3,"management accountant, works accountant, cost accountant",2009,0,0.2584554559483329,0,3
2447646,1,"farm manager, agricultural manager",1978,0,-0.8679898412048017,1,3
2448480,6,"quality assurance manager, quality control manager {11412694_2691}",2001,0,-0.41111404567356213,1,4
2449192,1,fork-lift truck driver or operator,1973,0,-0.22282638052883855,1,2
2449219,3,"hospital manager, health service manager, clinical manager, nursing service manager",2001,0,-0.31065083477819533,0,4
2449312,1,secondary school teacher or teaching professional (including head teacher),1978,1,-0.6418131787170952,1,4
2449778,7,conference/events/exhibition manager,2005,0,-1.051037014063315,0,4
2450485,5,"call centre operator, sales order clerk, telephone adviser {72113242_3235}",1997,0,0.3974944118265143,1,3
2451373,3,"shopkeeper, shop owner, newsagent, wholesale/retail dealer",1971,0,-0.7612170683123645,0,3
2451722,3,"officer of ngo, trade union organiser/official, charity administrator, secretary of research or charity or political or professional or trade association or trade union",2001,0,-0.420070453320379,0,4
2452101,4,"hospital manager, health service manager, clinical manager, nursing service manager",2003,0,0.1984343034953624,1,3
2452460,8,"purchasing manager/director (not retail), supplies manager",2008,0,1.802721173030144,1,1
2453594,1,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",1992,0,-0.9382658051346916,1,0
2454303,4,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",2002,0,0.928530596105605,0,4
2454511,5,"nurse (of any kind, at any level)",1989,-1,0.2534478849497476,0,4
2454630,1,"medical radiographer, x-ray operator, sonographer",1990,0,0.3949884861842591,0,3
2454747,1,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",1985,-1,0.3466010548002485,0,3
2454913,1,"sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager",1993,1,-0.5738575609454085,0,4
2455126,3,"gardener, groundsman/groundswoman, park keeper, landscape gardener, greenkeeper, turf cutter",2005,0,0.9244438981025608,1,3
2456749,3,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1987,1,-0.951835428163284,0,3
2457236,3,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",2000,0,-0.5512992675871476,0,4
2458027,6,"typist, shorthand typist, transcriber, stenographer",1993,0,-0.1175199903548922,0,3
2458243,1,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1985,0,0.5514511231467811,1,4
2459430,7,school secretary,1987,0,-0.5772183503412367,0,3
2459617,0,"public service higher/senior executive officer, hospital administrator",1981,0,-1.4355855960547146,1,3
2459962,2,secondary school teacher or teaching professional (including head teacher),1978,1,-2.3039808368654406,0,4
2460744,1,"accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster {41223241_3235}",1997,0,-0.5949238442939031,0,3
